 BusinessId , FinancialYearId , Revenue , TaxPayable 
 877 , 7 , 87666 , 30308 
 256 , 6 , 28265 , 33820 
 397 , 7 , 16118 , 29559 
 760 , 2 , 6981 , 17888 
 374 , 3 , 48767 , 34962 
 646 , 1 , 47892 , 29160 
 573 , 2 , 50823 , 28088 
 792 , 2 , 13522 , 14010 
 946 , 2 , 2598 , 12275 
 721 , 5 , 35256 , 7768 
 267 , 7 , 22587 , 6826 
 246 , 1 , 56413 , 12729 
 839 , 1 , 94316 , 18957 
 31 , 2 , 81952 , 669 
 84 , 6 , 66633 , 18290 
 249 , 2 , 22478 , 31890 
 395 , 4 , 10819 , 7202 
 794 , 2 , 86073 , 16686 
 670 , 6 , 81453 , 17373 
 273 , 8 , 70121 , 3487 
 440 , 7 , 53015 , 5872 
 698 , 6 , 39652 , 16312 
 892 , 8 , 76948 , 6633 
 198 , 2 , 89022 , 20931 
 41 , 6 , 96772 , 18571 
 854 , 7 , 37373 , 1968 
 836 , 2 , 89445 , 18977 
 748 , 4 , 47176 , 9139 
 835 , 7 , 20996 , 8226 
 620 , 4 , 53814 , 34277 
 955 , 8 , 35789 , 14245 
 790 , 4 , 83872 , 24979 
 924 , 3 , 92162 , 163 
 501 , 2 , 15183 , 14549 
 299 , 3 , 42886 , 29999 
 42 , 4 , 3946 , 888 
 523 , 6 , 67436 , 29779 
 346 , 3 , 88442 , 34366 
 820 , 7 , 83881 , 14998 
 981 , 8 , 88658 , 5324 
 993 , 1 , 41510 , 3783 
 851 , 2 , 42996 , 28116 
 276 , 4 , 59098 , 4231 
 47 , 2 , 39027 , 30734 
 581 , 5 , 88716 , 2715 
 676 , 6 , 51620 , 14756 
 812 , 1 , 54027 , 7989 
 604 , 5 , 32994 , 33161 
 278 , 3 , 32952 , 30354 
 803 , 1 , 58353 , 30007 
 849 , 6 , 82870 , 1044 
 511 , 7 , 81067 , 13090 
 120 , 3 , 82451 , 10262 
 867 , 5 , 70279 , 27281 
 158 , 5 , 37456 , 12669 
 400 , 1 , 48014 , 13996 
 751 , 7 , 51318 , 27187 
 23 , 5 , 27097 , 8628 
 581 , 5 , 10210 , 34318 
 124 , 5 , 11393 , 32994 
 275 , 8 , 58447 , 10182 
 723 , 6 , 3646 , 18949 
 51 , 3 , 92526 , 5784 
 135 , 7 , 48784 , 12998 
 762 , 5 , 99468 , 28524 
 814 , 4 , 38716 , 16848 
 796 , 7 , 64252 , 12565 
 918 , 8 , 79133 , 4408 
 72 , 8 , 39066 , 5670 
 971 , 3 , 62686 , 17401 
 419 , 5 , 55043 , 2111 
 27 , 1 , 22377 , 7837 
 191 , 4 , 2191 , 1687 
 785 , 6 , 92795 , 12049 
 245 , 8 , 28611 , 34704 
 626 , 6 , 10019 , 12756 
 612 , 2 , 80555 , 12080 
 522 , 6 , 37920 , 10900 
 618 , 5 , 306 , 18215 
 210 , 8 , 45151 , 3815 
 384 , 7 , 83347 , 28980 
 683 , 6 , 56451 , 20817 
 834 , 2 , 14223 , 13786 
 679 , 7 , 62644 , 13219 
 70 , 7 , 70945 , 33233 
 733 , 1 , 54722 , 1154 
 752 , 1 , 1420 , 14717 
 374 , 7 , 21883 , 7883 
 621 , 5 , 77727 , 1879 
 745 , 2 , 94873 , 16003 
 631 , 6 , 52629 , 8702 
 684 , 2 , 40339 , 21151 
 460 , 7 , 78232 , 48 
 211 , 3 , 72488 , 17005 
 483 , 1 , 30210 , 30142 
 285 , 3 , 37863 , 19835 
 641 , 7 , 50470 , 22332 
 564 , 5 , 10313 , 26234 
 810 , 5 , 39560 , 2209 
 741 , 2 , 50000 , 20867 
 512 , 8 , 87369 , 2190 
 507 , 2 , 74895 , 3581 
 524 , 6 , 93929 , 27490 
 198 , 8 , 70267 , 12952 
 514 , 5 , 3310 , 27896 
 37 , 5 , 60492 , 28208 
 680 , 4 , 78876 , 11402 
 635 , 6 , 89656 , 33213 
 40 , 5 , 41668 , 27577 
 647 , 8 , 27437 , 34913 
 712 , 8 , 67459 , 1915 
 727 , 1 , 13397 , 16286 
 548 , 8 , 26790 , 25413 
 796 , 5 , 65059 , 30503 
 315 , 7 , 28046 , 4013 
 239 , 2 , 1996 , 24366 
 777 , 5 , 89423 , 5163 
 707 , 5 , 29882 , 27565 
 353 , 1 , 77840 , 14766 
 113 , 4 , 44745 , 27369 
 130 , 3 , 37295 , 2131 
 662 , 1 , 42369 , 4681 
 596 , 3 , 1405 , 2528 
 907 , 6 , 44193 , 24667 
 930 , 6 , 10057 , 8699 
 695 , 4 , 14703 , 15960 
 192 , 2 , 44146 , 7789 
 165 , 2 , 29704 , 19683 
 772 , 5 , 62585 , 16907 
 842 , 6 , 90749 , 14869 
 894 , 7 , 59549 , 25425 
 696 , 6 , 70242 , 20847 
 585 , 1 , 98360 , 8690 
 718 , 4 , 50307 , 32349 
 26 , 1 , 57783 , 1624 
 750 , 5 , 8452 , 25399 
 393 , 1 , 62522 , 28327 
 537 , 2 , 43957 , 833 
 761 , 3 , 59334 , 20324 
 578 , 2 , 10452 , 5025 
 853 , 6 , 75847 , 24753 
 325 , 3 , 11765 , 16504 
 783 , 2 , 80215 , 15306 
 117 , 6 , 50290 , 1967 
 575 , 3 , 27414 , 14088 
 599 , 5 , 39231 , 27416 
 250 , 2 , 13548 , 30738 
 605 , 3 , 13172 , 4545 
 202 , 5 , 44441 , 12991 
 357 , 7 , 28213 , 5776 
 754 , 7 , 48440 , 14672 
 876 , 3 , 20588 , 29767 
 593 , 5 , 32473 , 11467 
 341 , 1 , 94816 , 9841 
 772 , 7 , 12704 , 18736 
 577 , 8 , 45000 , 32509 
 13 , 8 , 73489 , 1053 
 657 , 8 , 49736 , 2823 
 318 , 3 , 60209 , 4253 
 506 , 2 , 88607 , 11935 
 197 , 4 , 16345 , 20418 
 943 , 2 , 49171 , 26719 
 726 , 1 , 27070 , 16306 
 857 , 7 , 50920 , 12707 
 148 , 2 , 67888 , 9488 
 265 , 2 , 97218 , 16068 
 985 , 8 , 15038 , 7596 
 976 , 5 , 76484 , 28065 
 902 , 5 , 7275 , 28878 
 869 , 2 , 19594 , 13615 
 749 , 2 , 39475 , 31040 
 289 , 3 , 45466 , 4329 
 469 , 3 , 70548 , 7241 
 764 , 8 , 67388 , 9741 
 231 , 7 , 68898 , 2615 
 15 , 1 , 25530 , 20627 
 263 , 7 , 62154 , 24376 
 398 , 5 , 51115 , 560 
 128 , 4 , 16779 , 10579 
 946 , 1 , 70826 , 16283 
 401 , 2 , 1155 , 20223 
 740 , 8 , 30973 , 3243 
 473 , 6 , 85264 , 6692 
 791 , 7 , 34371 , 11131 
 277 , 8 , 42308 , 197 
 944 , 5 , 38961 , 30658 
 582 , 2 , 37768 , 9380 
 902 , 8 , 3544 , 33849 
 913 , 5 , 37602 , 13612 
 342 , 1 , 12783 , 4115 
 474 , 6 , 34963 , 24345 
 925 , 1 , 12786 , 25504 
 345 , 8 , 83749 , 31580 
 979 , 2 , 70727 , 8388 
 884 , 7 , 94107 , 19607 
 476 , 4 , 26676 , 33034 
 972 , 3 , 84695 , 198 
 289 , 3 , 29295 , 2598 
 530 , 5 , 82403 , 27480 
 948 , 1 , 30196 , 33021 
 952 , 6 , 24193 , 19819 
 28 , 6 , 37064 , 2672 
 490 , 6 , 5897 , 10668 
 391 , 3 , 24847 , 34376 
 270 , 5 , 88739 , 9737 
 106 , 4 , 2974 , 10342 
 561 , 1 , 50040 , 22526 
 498 , 5 , 65086 , 1726 
 25 , 3 , 25917 , 7225 
 704 , 7 , 87175 , 33109 
 453 , 1 , 82846 , 8133 
 775 , 3 , 22374 , 492 
 887 , 5 , 32956 , 27244 
 632 , 3 , 89384 , 22971 
 86 , 8 , 87452 , 26712 
 720 , 4 , 85373 , 17174 
 577 , 5 , 63908 , 20027 
 286 , 3 , 92700 , 5174 
 583 , 8 , 8611 , 12510 
 781 , 6 , 28926 , 13830 
 914 , 1 , 59449 , 6688 
 448 , 8 , 11493 , 8747 
 560 , 8 , 38882 , 14452 
 668 , 4 , 94493 , 24763 
 932 , 5 , 84631 , 24270 
 741 , 2 , 26688 , 5535 
 876 , 4 , 61717 , 7750 
 89 , 1 , 99822 , 33853 
 49 , 2 , 73281 , 25134 
 45 , 3 , 42222 , 4582 
 30 , 6 , 40835 , 20429 
 809 , 4 , 32859 , 21777 
 734 , 1 , 68713 , 8081 
 651 , 3 , 86583 , 12558 
 296 , 4 , 46632 , 31464 
 928 , 4 , 64091 , 17550 
 449 , 2 , 25076 , 27576 
 356 , 3 , 60416 , 7316 
 757 , 2 , 45632 , 1394 
 739 , 4 , 39334 , 24856 
 579 , 4 , 88922 , 8131 
 925 , 5 , 72683 , 7653 
 623 , 5 , 77628 , 26624 
 165 , 7 , 50427 , 15504 
 514 , 8 , 29937 , 30983 
 418 , 4 , 12589 , 23853 
 823 , 5 , 79830 , 33260 
 483 , 6 , 94365 , 8609 
 822 , 2 , 83276 , 16677 
 975 , 3 , 8734 , 2432 
 746 , 8 , 62768 , 13006 
 868 , 1 , 91996 , 30024 
 283 , 4 , 20683 , 25089 
 657 , 8 , 53476 , 13649 
 990 , 1 , 70748 , 26332 
 467 , 6 , 12700 , 11072 
 158 , 7 , 98183 , 23221 
 999 , 3 , 11404 , 20906 
 838 , 7 , 40216 , 10106 
 373 , 4 , 62051 , 4201 
 874 , 1 , 41257 , 2592 
 693 , 8 , 50218 , 23674 
 183 , 4 , 91805 , 11592 
 922 , 1 , 83696 , 2643 
 737 , 1 , 46340 , 12679 
 73 , 6 , 49987 , 21356 
 178 , 2 , 53662 , 27412 
 861 , 2 , 46373 , 14686 
 348 , 7 , 42752 , 26507 
 652 , 4 , 23361 , 9162 
 562 , 3 , 60296 , 24599 
 793 , 2 , 3491 , 12711 
 538 , 1 , 47067 , 3780 
 548 , 4 , 69277 , 22655 
 987 , 2 , 40004 , 5699 
 101 , 4 , 86766 , 34035 
 336 , 3 , 33865 , 17124 
 933 , 1 , 88455 , 33949 
 961 , 4 , 64555 , 28780 
 570 , 1 , 72042 , 417 
 612 , 5 , 46858 , 7276 
 454 , 6 , 67353 , 34141 
 758 , 7 , 16545 , 17175 
 240 , 8 , 64547 , 22701 
 242 , 4 , 79454 , 26576 
 968 , 6 , 48840 , 25405 
 3 , 1 , 12175 , 31689 
 95 , 2 , 15236 , 29432 
 270 , 3 , 15835 , 21226 
 105 , 6 , 33931 , 20392 
 422 , 6 , 65908 , 29330 
 852 , 8 , 13671 , 6669 
 69 , 5 , 20200 , 32211 
 944 , 6 , 83582 , 32193 
 65 , 3 , 98078 , 22263 
 511 , 5 , 38703 , 19457 
 141 , 1 , 80879 , 31062 
 548 , 5 , 93933 , 23981 
 48 , 6 , 4087 , 2824 
 68 , 3 , 79950 , 9626 
 793 , 2 , 58928 , 31442 
 360 , 3 , 33456 , 18574 
 89 , 7 , 51613 , 17102 
 912 , 7 , 59915 , 7514 
 915 , 8 , 48438 , 12834 
 971 , 6 , 59276 , 294 
 285 , 8 , 44928 , 26244 
 640 , 8 , 51407 , 2434 
 131 , 7 , 13471 , 7950 
 661 , 5 , 83983 , 27298 
 554 , 3 , 78835 , 28948 
 830 , 7 , 9728 , 24273 
 616 , 7 , 46850 , 27126 
 852 , 6 , 68175 , 9688 
 724 , 7 , 15192 , 31926 
 54 , 4 , 73904 , 3451 
 798 , 1 , 33673 , 6498 
 463 , 5 , 27258 , 23891 
 29 , 6 , 4241 , 11067 
 880 , 3 , 97500 , 22275 
 846 , 6 , 37812 , 24668 
 637 , 8 , 38425 , 32980 
 744 , 8 , 30538 , 28460 
 157 , 2 , 8820 , 6115 
 494 , 7 , 57453 , 14833 
 517 , 3 , 46624 , 17929 
 658 , 6 , 83292 , 15501 
 690 , 4 , 63486 , 6587 
 527 , 1 , 71199 , 391 
 579 , 5 , 1301 , 21242 
 890 , 3 , 5887 , 2973 
 682 , 7 , 39933 , 28143 
 490 , 3 , 84367 , 31124 
 302 , 1 , 84605 , 19154 
 980 , 7 , 13113 , 3975 
 1000 , 3 , 13401 , 23702 
 644 , 8 , 15739 , 17038 
 156 , 1 , 56631 , 9661 
 1 , 8 , 16108 , 9867 
 470 , 6 , 20177 , 26282 
 129 , 7 , 3911 , 34162 
 48 , 1 , 60768 , 29255 
 36 , 4 , 1764 , 21482 
 935 , 6 , 31852 , 28929 
 842 , 3 , 55096 , 26444 
 736 , 8 , 56179 , 5057 
 424 , 1 , 66822 , 14544 
 868 , 7 , 52026 , 22522 
 111 , 8 , 68389 , 267 
 979 , 8 , 24173 , 18812 
 800 , 4 , 5030 , 12958 
 389 , 5 , 53621 , 7170 
 122 , 7 , 89692 , 12914 
 870 , 4 , 6587 , 15550 
 28 , 6 , 42138 , 19958 
 163 , 3 , 20502 , 33462 
 80 , 4 , 2917 , 25115 
 140 , 6 , 42793 , 10987 
 5 , 1 , 2461 , 27682 
 5 , 5 , 1813 , 29905 
 260 , 1 , 75985 , 19794 
 388 , 4 , 81443 , 19656 
 271 , 7 , 80208 , 2042 
 658 , 2 , 12170 , 21708 
 998 , 2 , 78095 , 24325 
 390 , 5 , 38902 , 805 
 97 , 4 , 25362 , 28149 
 80 , 6 , 62245 , 7971 
 818 , 7 , 55061 , 5712 
 423 , 5 , 1790 , 8223 
 728 , 4 , 58165 , 21413 
 42 , 8 , 77043 , 31838 
 864 , 6 , 11149 , 14023 
 821 , 8 , 84064 , 19785 
 83 , 5 , 93589 , 23113 
 640 , 6 , 77044 , 30413 
 675 , 5 , 36660 , 11497 
 360 , 2 , 98687 , 34531 
 601 , 7 , 53724 , 14672 
 848 , 7 , 1274 , 9775 
 769 , 3 , 79803 , 3385 
 763 , 7 , 31266 , 27980 
 13 , 5 , 95097 , 6320 
 202 , 2 , 47026 , 16580 
 940 , 1 , 96271 , 8283 
 767 , 7 , 52267 , 30803 
 930 , 8 , 50242 , 15229 
 655 , 8 , 77779 , 15574 
 714 , 4 , 42467 , 34196 
 630 , 5 , 92611 , 5514 
 911 , 7 , 10483 , 33588 
 24 , 3 , 72947 , 6051 
 625 , 1 , 54169 , 16979 
 627 , 3 , 14294 , 14963 
 614 , 6 , 44193 , 6488 
 387 , 3 , 22469 , 14506 
 620 , 2 , 80561 , 27212 
 710 , 2 , 89595 , 34774 
 198 , 4 , 53757 , 4604 
 776 , 7 , 16194 , 25639 
 556 , 4 , 30817 , 11908 
 547 , 3 , 4577 , 6572 
 28 , 1 , 96965 , 16809 
 491 , 3 , 66599 , 27044 
 886 , 5 , 66009 , 32399 
 125 , 5 , 27988 , 16121 
 924 , 7 , 42471 , 28147 
 938 , 8 , 5627 , 28129 
 127 , 7 , 12999 , 27437 
 584 , 1 , 65094 , 24546 
 222 , 6 , 83843 , 21965 
 843 , 2 , 4231 , 25584 
 891 , 7 , 89070 , 31316 
 929 , 2 , 1187 , 17906 
 986 , 3 , 22011 , 26519 
 965 , 2 , 44719 , 26814 
 135 , 8 , 86346 , 13336 
 886 , 6 , 33182 , 20462 
 960 , 1 , 15899 , 13424 
 379 , 4 , 25828 , 28522 
 189 , 6 , 88661 , 20576 
 133 , 5 , 47583 , 12575 
 343 , 3 , 19778 , 8775 
 786 , 2 , 62450 , 198 
 266 , 7 , 91307 , 9635 
 814 , 2 , 85219 , 15362 
 585 , 7 , 22873 , 14859 
 681 , 4 , 96856 , 34060 
 288 , 3 , 39871 , 13297 
 509 , 2 , 71120 , 8607 
 31 , 4 , 96484 , 3200 
 229 , 3 , 47066 , 11724 
 996 , 7 , 44929 , 29926 
 801 , 1 , 37529 , 24033 
 104 , 3 , 70458 , 32868 
 177 , 8 , 75226 , 31813 
 711 , 7 , 34301 , 11170 
 88 , 2 , 28498 , 14276 
 756 , 5 , 81017 , 19182 
 232 , 5 , 68283 , 27163 
 188 , 1 , 9795 , 2655 
 261 , 1 , 44614 , 22101 
 305 , 1 , 64780 , 23137 
 306 , 4 , 77373 , 9650 
 20 , 8 , 8768 , 18549 
 187 , 5 , 6252 , 8003 
 939 , 4 , 83878 , 9735 
 672 , 8 , 52982 , 34073 
 457 , 8 , 92283 , 23444 
 769 , 4 , 99474 , 14674 
 129 , 3 , 36123 , 1170 
 184 , 4 , 47378 , 6749 
 416 , 2 , 73695 , 21349 
 778 , 1 , 27929 , 11083 
 883 , 1 , 27533 , 5062 
 858 , 8 , 83234 , 34334 
 707 , 1 , 84800 , 32797 
 209 , 7 , 34515 , 16610 
 118 , 5 , 75292 , 17409 
 280 , 4 , 80791 , 17036 
 144 , 6 , 5114 , 1262 
 197 , 4 , 45615 , 29088 
 594 , 5 , 65757 , 14831 
 185 , 6 , 41880 , 18830 
 837 , 5 , 68610 , 21345 
 142 , 3 , 36776 , 10240 
 533 , 4 , 59303 , 30658 
 252 , 7 , 51540 , 7282 
 167 , 7 , 30729 , 20039 
 461 , 3 , 46786 , 29707 
 591 , 4 , 10418 , 15643 
 22 , 7 , 57848 , 34060 
 667 , 2 , 52165 , 1280 
 257 , 5 , 47617 , 21262 
 278 , 3 , 16032 , 25866 
 596 , 5 , 44046 , 33476 
 800 , 4 , 82804 , 24438 
 22 , 7 , 42405 , 34126 
 775 , 3 , 53681 , 16649 
 702 , 2 , 85055 , 1632 
 665 , 6 , 1340 , 5626 
 150 , 8 , 69891 , 15786 
 194 , 4 , 4572 , 10615 
 825 , 7 , 40397 , 33624 
 305 , 7 , 34996 , 7437 
 825 , 1 , 49105 , 31452 
 841 , 2 , 73371 , 25375 
 771 , 6 , 17000 , 18843 
 9 , 8 , 9995 , 18970 
 38 , 4 , 87225 , 33534 
 954 , 8 , 90426 , 34016 
 244 , 8 , 99787 , 29561 
 957 , 6 , 53207 , 31868 
 221 , 2 , 226 , 2145 
 631 , 7 , 63168 , 25901 
 973 , 5 , 64181 , 8568 
 216 , 4 , 78858 , 7269 
 900 , 4 , 22900 , 4306 
 255 , 8 , 8762 , 23306 
 292 , 5 , 71992 , 8309 
 792 , 2 , 46949 , 12345 
 215 , 6 , 32337 , 2453 
 559 , 1 , 22253 , 14034 
 916 , 5 , 45496 , 28738 
 789 , 8 , 89056 , 34031 
 35 , 5 , 78276 , 2110 
 595 , 3 , 95214 , 5469 
 204 , 5 , 26078 , 87 
 771 , 6 , 11896 , 20217 
 826 , 5 , 83488 , 6587 
 754 , 4 , 429 , 9895 
 871 , 2 , 42394 , 33672 
 697 , 4 , 80834 , 34961 
 948 , 3 , 90237 , 15777 
 320 , 6 , 79450 , 11410 
 567 , 7 , 35224 , 20476 
 837 , 8 , 41042 , 18472 
 227 , 7 , 25359 , 16208 
 159 , 7 , 6883 , 11393 
 52 , 5 , 19505 , 24894 
 386 , 2 , 63405 , 19866 
 804 , 6 , 42303 , 11815 
 296 , 7 , 41544 , 23312 
 340 , 4 , 43505 , 21506 
 743 , 4 , 56360 , 30692 
 338 , 4 , 10631 , 21083 
 807 , 1 , 4641 , 2192 
 363 , 8 , 51939 , 34135 
 157 , 6 , 84449 , 30361 
 761 , 7 , 51852 , 17297 
 141 , 2 , 65189 , 26206 
 823 , 1 , 59904 , 20132 
 956 , 8 , 33642 , 10819 
 709 , 7 , 81689 , 8340 
 214 , 8 , 38106 , 24287 
 773 , 8 , 69004 , 3173 
 674 , 7 , 47638 , 1751 
 234 , 7 , 59076 , 16878 
 920 , 7 , 51342 , 34593 
 225 , 2 , 56721 , 5326 
 58 , 6 , 53892 , 25982 
 795 , 5 , 47293 , 25287 
 478 , 1 , 5103 , 33626 
 863 , 4 , 26508 , 12383 
 984 , 8 , 86795 , 23638 
 256 , 7 , 48032 , 343 
 980 , 5 , 18953 , 29600 
 61 , 3 , 62970 , 16091 
 40 , 5 , 20777 , 25736 
 93 , 1 , 27944 , 5424 
 47 , 6 , 23138 , 25097 
 901 , 6 , 53498 , 26062 
 918 , 6 , 16016 , 27914 
 287 , 4 , 89258 , 33413 
 755 , 3 , 8587 , 23443 
 182 , 5 , 4645 , 530 
 853 , 7 , 90794 , 14141 
 108 , 5 , 78748 , 27529 
 888 , 2 , 89137 , 33046 
 178 , 4 , 78424 , 12948 
 123 , 5 , 73634 , 34918 
 934 , 4 , 43275 , 6334 
 819 , 7 , 41630 , 4727 
 784 , 8 , 60044 , 2920 
 182 , 4 , 18298 , 15382 
 274 , 4 , 40526 , 24764 
 234 , 2 , 8752 , 22852 
 200 , 6 , 99145 , 26621 
 659 , 4 , 52131 , 26490 
 433 , 6 , 10446 , 8237 
 318 , 8 , 87586 , 18725 
 140 , 2 , 81967 , 1593 
 344 , 8 , 74017 , 16615 
 443 , 5 , 50162 , 6066 
 86 , 7 , 65613 , 33912 
 936 , 5 , 16112 , 29579 
 582 , 6 , 37199 , 13189 
 449 , 4 , 15035 , 10929 
 872 , 5 , 56710 , 32868 
 829 , 6 , 8328 , 30348 
 645 , 8 , 91679 , 26483 
 407 , 6 , 41671 , 21102 
 112 , 4 , 31162 , 8399 
 329 , 6 , 56504 , 24936 
 286 , 2 , 28714 , 27201 
 257 , 4 , 11691 , 143 
 143 , 4 , 43887 , 27219 
 592 , 5 , 44384 , 12407 
 415 , 4 , 73102 , 19898 
 341 , 3 , 33460 , 23757 
 692 , 2 , 78210 , 24032 
 243 , 2 , 68891 , 9223 
 606 , 5 , 69940 , 18833 
 369 , 3 , 72919 , 21645 
 308 , 6 , 83087 , 5409 
 239 , 3 , 10617 , 19648 
 716 , 7 , 5663 , 20560 
 598 , 1 , 45060 , 30706 
 363 , 1 , 8210 , 32001 
 908 , 4 , 46269 , 33874 
 376 , 5 , 39280 , 12491 
 97 , 7 , 19809 , 2979 
 896 , 8 , 10839 , 24601 
 270 , 7 , 10330 , 17499 
 88 , 1 , 40358 , 21700 
 313 , 4 , 41172 , 23504 
 114 , 7 , 79481 , 9447 
 376 , 1 , 65854 , 21847 
 491 , 5 , 23645 , 34501 
 703 , 7 , 92475 , 28864 
 895 , 8 , 67447 , 22341 
 354 , 4 , 75759 , 3212 
 32 , 1 , 22037 , 29661 
 806 , 5 , 80808 , 2698 
 936 , 5 , 86745 , 21465 
 879 , 7 , 31963 , 13816 
 3 , 1 , 12112 , 32936 
 43 , 1 , 85126 , 14792 
 372 , 7 , 31330 , 10720 
 173 , 8 , 6607 , 15238 
 19 , 1 , 96639 , 32546 
 154 , 6 , 64368 , 10445 
 921 , 3 , 26042 , 6722 
 116 , 1 , 18670 , 2733 
 290 , 5 , 32236 , 19205 
 630 , 6 , 18695 , 9501 
 340 , 5 , 12026 , 17761 
 452 , 5 , 1098 , 29970 
 619 , 7 , 67076 , 657 
 258 , 4 , 54995 , 14264 
 126 , 6 , 10448 , 9019 
 935 , 5 , 92140 , 17484 
 279 , 4 , 6824 , 13928 
 224 , 2 , 10441 , 33995 
 981 , 1 , 69049 , 17856 
 66 , 2 , 71870 , 23504 
 365 , 7 , 30831 , 31501 
 780 , 5 , 20831 , 25900 
 815 , 5 , 16145 , 3235 
 407 , 6 , 87543 , 3696 
 227 , 6 , 32210 , 25697 
 192 , 3 , 78034 , 5371 
 149 , 8 , 20739 , 12906 
 1000 , 5 , 80628 , 26034 
 413 , 4 , 66014 , 1415 
 368 , 6 , 2451 , 20820 
 873 , 2 , 46853 , 14563 
 34 , 1 , 89132 , 16135 
 322 , 7 , 86174 , 179 
 632 , 7 , 51124 , 26593 
 160 , 3 , 98505 , 21712 
 146 , 6 , 20537 , 5768 
 505 , 3 , 13730 , 19986 
 270 , 1 , 1603 , 16762 
 875 , 3 , 49631 , 1328 
 864 , 7 , 74912 , 2046 
 74 , 5 , 93767 , 31257 
 390 , 7 , 92170 , 21867 
 819 , 2 , 78094 , 33294 
 390 , 4 , 21663 , 12199 
 360 , 8 , 29145 , 5743 
 955 , 2 , 78383 , 14477 
 831 , 2 , 98779 , 21189 
 913 , 1 , 68650 , 20237 
 144 , 1 , 82026 , 19845 
 331 , 3 , 75308 , 4857 
 571 , 8 , 68934 , 24284 
 102 , 7 , 11596 , 30667 
 304 , 4 , 11759 , 19842 
 969 , 3 , 14875 , 32961 
 372 , 1 , 1131 , 17315 
 459 , 4 , 91282 , 7035 
 210 , 5 , 68980 , 11556 
 917 , 2 , 43787 , 7023 
 635 , 2 , 74397 , 24542 
 607 , 7 , 18604 , 27174 
 196 , 6 , 43629 , 32539 
 909 , 6 , 45415 , 15689 
 273 , 5 , 52657 , 1318 
 544 , 7 , 29785 , 33386 
 387 , 5 , 71843 , 29939 
 442 , 5 , 22894 , 1626 
 978 , 7 , 14924 , 29790 
 899 , 1 , 15951 , 9065 
 463 , 2 , 56490 , 27552 
 82 , 1 , 89912 , 3251 
 334 , 3 , 78409 , 32499 
 158 , 3 , 5221 , 32166 
 140 , 7 , 60811 , 32666 
 844 , 3 , 94137 , 15809 
 238 , 5 , 78103 , 27247 
 610 , 1 , 38662 , 9633 
 247 , 4 , 42737 , 27606 
 618 , 2 , 94483 , 26037 
 395 , 6 , 58397 , 32954 
 337 , 5 , 53827 , 11219 
 636 , 1 , 79255 , 19183 
 738 , 7 , 52089 , 27670 
 677 , 5 , 98602 , 6188 
 305 , 1 , 90707 , 31559 
 590 , 7 , 33517 , 31536 
 406 , 3 , 35257 , 18897 
 287 , 5 , 77373 , 31293 
 228 , 4 , 71299 , 2219 
 87 , 7 , 49992 , 9277 
 876 , 8 , 7223 , 14677 
 461 , 2 , 51558 , 29213 
 22 , 1 , 69943 , 12963 
 476 , 7 , 27207 , 27221 
 698 , 4 , 31026 , 9154 
 239 , 2 , 31283 , 4508 
 235 , 8 , 48352 , 15567 
 474 , 2 , 39513 , 20549 
 262 , 3 , 48309 , 34909 
 812 , 8 , 49820 , 17260 
 226 , 4 , 6251 , 4117 
 155 , 4 , 63459 , 19687 
 993 , 2 , 82827 , 12124 
 199 , 8 , 12159 , 27686 
 624 , 8 , 92115 , 16594 
 424 , 1 , 96899 , 7358 
 323 , 5 , 63713 , 27118 
 964 , 1 , 50785 , 33001 
 540 , 2 , 17623 , 4032 
 109 , 6 , 36772 , 5714 
 139 , 8 , 62470 , 7681 
 354 , 1 , 48545 , 14430 
 708 , 3 , 74497 , 20519 
 648 , 4 , 85391 , 9069 
 715 , 6 , 20569 , 13322 
 942 , 7 , 39350 , 7991 
 435 , 7 , 91540 , 4869 
 462 , 1 , 46813 , 9500 
 179 , 5 , 61950 , 4759 
 491 , 1 , 96269 , 1849 
 224 , 2 , 36585 , 11041 
 937 , 8 , 45522 , 5333 
 469 , 3 , 43625 , 27571 
 719 , 2 , 65960 , 34788 
 11 , 3 , 49267 , 12875 
 326 , 8 , 38353 , 9039 
 845 , 2 , 8465 , 19536 
 797 , 5 , 78014 , 4945 
 695 , 3 , 29784 , 23512 
 824 , 1 , 62853 , 11301 
 688 , 6 , 29751 , 11679 
 812 , 7 , 99150 , 24085 
 377 , 1 , 94429 , 27698 
 537 , 3 , 44662 , 8776 
 128 , 2 , 52146 , 28837 
 919 , 2 , 90369 , 26532 
 350 , 7 , 96429 , 7058 
 295 , 8 , 39929 , 34985 
 327 , 5 , 6486 , 24595 
 513 , 1 , 93808 , 24200 
 405 , 2 , 69804 , 4417 
 127 , 3 , 84472 , 20896 
 515 , 3 , 59750 , 27261 
 136 , 7 , 34527 , 31505 
 977 , 7 , 87522 , 1595 
 71 , 7 , 58679 , 247 
 861 , 7 , 77061 , 8693 
 303 , 5 , 84553 , 3893 
 566 , 1 , 6637 , 13898 
 315 , 6 , 91677 , 1162 
 859 , 4 , 39744 , 34640 
 152 , 7 , 1538 , 6066 
 785 , 6 , 77563 , 15790 
 970 , 2 , 52040 , 33059 
 429 , 6 , 13234 , 6218 
 783 , 5 , 60729 , 33784 
 317 , 1 , 19834 , 27116 
 426 , 1 , 16866 , 12337 
 659 , 6 , 62893 , 14811 
 220 , 1 , 53761 , 7554 
 982 , 7 , 88433 , 22823 
 492 , 1 , 85699 , 22173 
